tic,datadate,gvkeyx,conm,spmi,prccd,prccddiv
I0124,2003-08-25,156765,Russell 2000,,1202.55902000,1966.71089000
I0124,2003-08-26,156765,Russell 2000,,1209.11711000,1977.45946000
I0124,2003-08-27,156765,Russell 2000,,1220.09908000,1995.71211000
I0124,2003-08-28,156765,Russell 2000,,1232.23158000,2015.68384000
I0124,2003-08-29,156765,Russell 2000,,1236.24578000,2022.27487000
I0124,2003-09-02,156765,Russell 2000,,1261.28457000,2063.25607000
I0124,2003-09-03,156765,Russell 2000,,1269.27729000,2076.45970000
I0124,2003-09-04,156765,Russell 2000,,1273.86000000,2084.02100000
I0124,2003-09-05,156765,Russell 2000,,1264.70535000,2069.09563000
I0124,2003-09-08,156765,Russell 2000,,1285.23085000,2102.68819000
I0124,2003-09-09,156765,Russell 2000,,1276.38572000,2088.32175000
I0124,2003-09-10,156765,Russell 2000,,1247.02921000,2040.40649000
I0124,2003-09-11,156765,Russell 2000,,1261.12637000,2063.77789000
I0124,2003-09-12,156765,Russell 2000,,1265.16546000,2070.50691000
I0124,2003-09-15,156765,Russell 2000,,1261.64667000,2064.79754000
I0124,2003-09-16,156765,Russell 2000,,1281.56879000,2097.43545000
I0124,2003-09-17,156765,Russell 2000,,1280.17175000,2095.25013000
I0124,2003-09-18,156765,Russell 2000,,1291.01162000,2113.04951000
I0124,2003-09-19,156765,Russell 2000,,1292.85979000,2116.08597000
I0124,2003-09-22,156765,Russell 2000,,1276.58760000,2089.45678000
I0124,2003-09-23,156765,Russell 2000,,1290.77442000,2112.71679000
I0124,2003-09-24,156765,Russell 2000,,1262.18041000,2066.00097000
I0124,2003-09-25,156765,Russell 2000,,1230.37253000,2013.95736000
I0124,2003-09-26,156765,Russell 2000,,1206.09011000,1975.08731000
I0124,2003-09-29,156765,Russell 2000,,1224.52991000,2005.41714000
I0124,2003-09-30,156765,Russell 2000,,1212.02691000,1984.94659000
I0124,2003-10-01,156765,Russell 2000,,1243.45514000,2036.50799000
I0124,2003-10-02,156765,Russell 2000,,1250.61478000,2048.39545000
I0124,2003-10-03,156765,Russell 2000,,1273.16602000,2085.36890000
I0124,2003-10-06,156765,Russell 2000,,1284.21630000,2103.49755000
I0124,2003-10-07,156765,Russell 2000,,1294.28162000,2119.99023000
I0124,2003-10-08,156765,Russell 2000,,1281.61067000,2099.34940000
I0124,2003-10-09,156765,Russell 2000,,1295.68968000,2122.47808000
I0124,2003-10-10,156765,Russell 2000,,1290.01673000,2113.31291000
I0124,2003-10-13,156765,Russell 2000,,1311.18256000,2147.98689000
I0124,2003-10-14,156765,Russell 2000,,1321.77669000,2165.34225000
I0124,2003-10-15,156765,Russell 2000,,1310.63464000,2147.19080000
I0124,2003-10-16,156765,Russell 2000,,1316.32779000,2156.55451000
I0124,2003-10-17,156765,Russell 2000,,1293.25044000,2118.77191000
I0124,2003-10-20,156765,Russell 2000,,1295.93166000,2123.21375000
I0124,2003-10-21,156765,Russell 2000,,1306.10961000,2139.89243000
I0124,2003-10-22,156765,Russell 2000,,1275.34147000,2089.56925000
I0124,2003-10-23,156765,Russell 2000,,1268.71223000,2078.76766000
I0124,2003-10-24,156765,Russell 2000,,1258.62538000,2062.26801000
I0124,2003-10-27,156765,Russell 2000,,1280.80959000,2098.62720000
I0124,2003-10-28,156765,Russell 2000,,1306.89738000,2141.45830000
I0124,2003-10-29,156765,Russell 2000,,1321.71383000,2166.03152000
I0124,2003-10-30,156765,Russell 2000,,1318.12084000,2160.33863000
I0124,2003-10-31,156765,Russell 2000,,1312.79083000,2151.63646000
I0124,2003-11-03,156765,Russell 2000,,1336.69507000,2190.95672000
I0124,2003-11-04,156765,Russell 2000,,1339.26015000,2195.20083000
I0124,2003-11-05,156765,Russell 2000,,1339.36834000,2195.49995000
I0124,2003-11-06,156765,Russell 2000,,1349.37983000,2212.12513000
I0124,2003-11-07,156765,Russell 2000,,1349.41857000,2212.20821000
I0124,2003-11-10,156765,Russell 2000,,1325.20101000,2172.51104000
I0124,2003-11-11,156765,Russell 2000,,1313.65105000,2153.57624000
I0124,2003-11-12,156765,Russell 2000,,1343.69384000,2203.22035000
I0124,2003-11-13,156765,Russell 2000,,1345.04818000,2205.50649000
I0124,2003-11-14,156765,Russell 2000,,1324.56644000,2171.92895000
I0124,2003-11-17,156765,Russell 2000,,1307.80106000,2144.45746000
I0124,2003-11-18,156765,Russell 2000,,1296.52255000,2125.98402000
I0124,2003-11-19,156765,Russell 2000,,1306.32195000,2142.12386000
I0124,2003-11-20,156765,Russell 2000,,1300.00250000,2131.79345000
I0124,2003-11-21,156765,Russell 2000,,1307.08491000,2143.46211000
I0124,2003-11-24,156765,Russell 2000,,1340.83914000,2198.82380000
I0124,2003-11-25,156765,Russell 2000,,1349.97038000,2214.12957000
I0124,2003-11-26,156765,Russell 2000,,1355.26947000,2223.07877000
I0124,2003-11-28,156765,Russell 2000,,1358.24730000,2227.99358000
I0124,2003-12-01,156765,Russell 2000,,1378.32651000,2260.94549000
I0124,2003-12-02,156765,Russell 2000,,1375.86872000,2256.91662000
I0124,2003-12-03,156765,Russell 2000,,1354.95330000,2222.80572000
I0124,2003-12-04,156765,Russell 2000,,1352.39039000,2218.67116000
I0124,2003-12-05,156765,Russell 2000,,1339.61129000,2197.76613000
I0124,2003-12-08,156765,Russell 2000,,1349.62062000,2214.25080000
I0124,2003-12-09,156765,Russell 2000,,1328.49258000,2179.60633000
I0124,2003-12-10,156765,Russell 2000,,1313.45933000,2155.03891000
I0124,2003-12-11,156765,Russell 2000,,1349.32451000,2214.24862000
I0124,2003-12-12,156765,Russell 2000,,1360.92646000,2233.31500000
I0124,2003-12-15,156765,Russell 2000,,1330.25810000,2183.12107000
I0124,2003-12-16,156765,Russell 2000,,1336.45962000,2193.31619000
I0124,2003-12-17,156765,Russell 2000,,1338.54191000,2196.85884000
I0124,2003-12-18,156765,Russell 2000,,1359.20363000,2230.79584000
I0124,2003-12-19,156765,Russell 2000,,1359.15250000,2230.77270000
I0124,2003-12-22,156765,Russell 2000,,1365.35389000,2240.96566000
I0124,2003-12-23,156765,Russell 2000,,1379.43000000,2264.17000000
I0124,2003-12-24,156765,Russell 2000,,1372.76000000,2253.23000000
I0124,2003-12-26,156765,Russell 2000,,1379.10482000,2263.84270000
I0124,2003-12-29,156765,Russell 2000,,1401.41447000,2301.35004000
I0124,2003-12-30,156765,Russell 2000,,1405.36287000,2308.09500000
I0124,2003-12-31,156765,Russell 2000,,1384.08502000,2273.19528000
I0124,2004-01-02,156765,Russell 2000,,1393.88398000,2289.34041000
I0124,2004-01-05,156765,Russell 2000,,1413.96117000,2322.34480000
I0124,2004-01-06,156765,Russell 2000,,1416.33988000,2326.27089000
I0124,2004-01-07,156765,Russell 2000,,1428.09670000,2345.67898000
I0124,2004-01-08,156765,Russell 2000,,1440.53172000,2366.16913000
I0124,2004-01-09,156765,Russell 2000,,1429.54563000,2348.26514000
I0124,2004-01-12,156765,Russell 2000,,1448.94642000,2380.14100000
I0124,2004-01-13,156765,Russell 2000,,1444.35463000,2372.70013000
I0124,2004-01-14,156765,Russell 2000,,1456.68086000,2393.09303000
I0124,2004-01-15,156765,Russell 2000,,1457.27271000,2394.11954000
I0124,2004-01-16,156765,Russell 2000,,1467.36024000,2410.69796000
I0124,2004-01-20,156765,Russell 2000,,1486.16722000,2441.60367000
I0124,2004-01-21,156765,Russell 2000,,1484.92127000,2439.64867000
I0124,2004-01-22,156765,Russell 2000,,1470.64011000,2416.20645000
I0124,2004-01-23,156765,Russell 2000,,1481.60191000,2434.21838000
I0124,2004-01-26,156765,Russell 2000,,1494.91138000,2456.09916000
I0124,2004-01-27,156765,Russell 2000,,1479.18000000,2430.27000000
I0124,2004-01-28,156765,Russell 2000,,1451.19035000,2384.64365000
I0124,2004-01-29,156765,Russell 2000,,1441.12502000,2368.23379000
I0124,2004-01-30,156765,Russell 2000,,1443.37110000,2371.95603000
I0124,2004-02-02,156765,Russell 2000,,1442.81742000,2371.04943000
I0124,2004-02-03,156765,Russell 2000,,1439.37037000,2365.48034000
I0124,2004-02-04,156765,Russell 2000,,1401.79653000,2303.85005000
I0124,2004-02-05,156765,Russell 2000,,1415.47847000,2326.45239000
I0124,2004-02-06,156765,Russell 2000,,1451.59998000,2385.90688000
I0124,2004-02-09,156765,Russell 2000,,1455.11527000,2391.69943000
I0124,2004-02-10,156765,Russell 2000,,1473.36645000,2421.73789000
I0124,2004-02-11,156765,Russell 2000,,1483.91230000,2439.45456000
I0124,2004-02-12,156765,Russell 2000,,1473.16587000,2421.96510000
I0124,2004-02-13,156765,Russell 2000,,1454.24014000,2390.86519000
I0124,2004-02-17,156765,Russell 2000,,1477.45805000,2429.09950000
I0124,2004-02-18,156765,Russell 2000,,1470.01450000,2416.90835000
I0124,2004-02-19,156765,Russell 2000,,1447.91311000,2380.59447000
I0124,2004-02-20,156765,Russell 2000,,1441.20579000,2369.58555000
I0124,2004-02-23,156765,Russell 2000,,1417.11916000,2330.04842000
I0124,2004-02-24,156765,Russell 2000,,1421.26094000,2336.85840000
I0124,2004-02-25,156765,Russell 2000,,1439.10348000,2366.33217000
I0124,2004-02-26,156765,Russell 2000,,1451.06671000,2386.26473000
I0124,2004-02-27,156765,Russell 2000,,1455.29468000,2393.21853000
I0124,2004-03-01,156765,Russell 2000,,1478.17734000,2430.85686000
I0124,2004-03-02,156765,Russell 2000,,1468.97085000,2415.73626000
I0124,2004-03-03,156765,Russell 2000,,1469.62213000,2416.97050000
I0124,2004-03-04,156765,Russell 2000,,1487.16728000,2445.85882000
I0124,2004-03-05,156765,Russell 2000,,1490.04203000,2450.67362000
I0124,2004-03-08,156765,Russell 2000,,1472.57274000,2421.99762000
I0124,2004-03-09,156765,Russell 2000,,1456.25866000,2395.20429000
I0124,2004-03-10,156765,Russell 2000,,1429.07029000,2350.62826000
I0124,2004-03-11,156765,Russell 2000,,1413.48489000,2325.52820000
I0124,2004-03-12,156765,Russell 2000,,1448.53266000,2383.32102000
I0124,2004-03-15,156765,Russell 2000,,1409.03486000,2318.48795000
I0124,2004-03-16,156765,Russell 2000,,1408.26476000,2317.24774000
I0124,2004-03-17,156765,Russell 2000,,1437.93384000,2366.18719000
I0124,2004-03-18,156765,Russell 2000,,1427.93727000,2349.79545000
I0124,2004-03-19,156765,Russell 2000,,1418.46636000,2334.22546000
I0124,2004-03-22,156765,Russell 2000,,1389.25107000,2286.17066000
I0124,2004-03-23,156765,Russell 2000,,1394.05049000,2294.13010000
I0124,2004-03-24,156765,Russell 2000,,1385.87062000,2280.74621000
I0124,2004-03-25,156765,Russell 2000,,1420.42058000,2337.63603000
I0124,2004-03-26,156765,Russell 2000,,1423.88206000,2343.37582000
I0124,2004-03-29,156765,Russell 2000,,1449.89314000,2387.06892000
I0124,2004-03-30,156765,Russell 2000,,1464.83069000,2411.73806000
I0124,2004-03-31,156765,Russell 2000,,1467.09915000,2415.52301000
I0124,2004-04-01,156765,Russell 2000,,1479.54429000,2436.23252000
I0124,2004-04-02,156765,Russell 2000,,1499.76836000,2469.66583000
I0124,2004-04-05,156765,Russell 2000,,1507.07710000,2481.72874000
I0124,2004-04-06,156765,Russell 2000,,1489.52689000,2452.93475000
I0124,2004-04-07,156765,Russell 2000,,1495.26430000,2462.50365000
I0124,2004-04-08,156765,Russell 2000,,1485.91770000,2447.12519000
I0124,2004-04-12,156765,Russell 2000,,1490.32498000,2454.38703000
I0124,2004-04-13,156765,Russell 2000,,1455.97018000,2397.92183000
I0124,2004-04-14,156765,Russell 2000,,1446.48655000,2382.40754000
I0124,2004-04-15,156765,Russell 2000,,1442.22360000,2375.43140000
I0124,2004-04-16,156765,Russell 2000,,1449.84738000,2388.06175000
I0124,2004-04-19,156765,Russell 2000,,1458.73989000,2402.71920000
I0124,2004-04-20,156765,Russell 2000,,1431.06199000,2357.13607000
I0124,2004-04-21,156765,Russell 2000,,1449.48943000,2387.54061000
I0124,2004-04-22,156765,Russell 2000,,1474.39203000,2428.56942000
I0124,2004-04-23,156765,Russell 2000,,1468.10289000,2418.21854000
I0124,2004-04-26,156765,Russell 2000,,1464.97182000,2413.07398000
I0124,2004-04-27,156765,Russell 2000,,1468.22099000,2418.45327000
I0124,2004-04-28,156765,Russell 2000,,1434.16296000,2362.76471000
I0124,2004-04-29,156765,Russell 2000,,1409.79055000,2322.84073000
I0124,2004-04-30,156765,Russell 2000,,1391.28045000,2292.36939000
I0124,2004-05-03,156765,Russell 2000,,1405.38516000,2315.66745000
I0124,2004-05-04,156765,Russell 2000,,1415.71643000,2332.74457000
I0124,2004-05-05,156765,Russell 2000,,1416.77099000,2334.70564000
I0124,2004-05-06,156765,Russell 2000,,1399.45303000,2306.41818000
I0124,2004-05-07,156765,Russell 2000,,1363.33916000,2246.93994000
I0124,2004-05-10,156765,Russell 2000,,1336.75674000,2203.23054000
I0124,2004-05-11,156765,Russell 2000,,1363.52476000,2247.36594000
I0124,2004-05-12,156765,Russell 2000,,1364.41900000,2249.00317000
I0124,2004-05-13,156765,Russell 2000,,1359.88677000,2241.68657000
I0124,2004-05-14,156765,Russell 2000,,1351.42162000,2227.75189000
I0124,2004-05-17,156765,Russell 2000,,1330.48227000,2193.26201000
I0124,2004-05-18,156765,Russell 2000,,1348.43428000,2222.87160000
I0124,2004-05-19,156765,Russell 2000,,1344.20480000,2215.96257000
I0124,2004-05-20,156765,Russell 2000,,1343.92083000,2215.51950000
I0124,2004-05-21,156765,Russell 2000,,1356.49487000,2236.30331000
I0124,2004-05-24,156765,Russell 2000,,1371.18801000,2260.52974000
I0124,2004-05-25,156765,Russell 2000,,1405.16500000,2316.56403000
I0124,2004-05-26,156765,Russell 2000,,1411.08489000,2326.46181000
I0124,2004-05-27,156765,Russell 2000,,1413.04266000,2329.97979000
I0124,2004-05-28,156765,Russell 2000,,1412.35647000,2328.85491000
I0124,2004-06-01,156765,Russell 2000,,1422.81609000,2346.11956000
I0124,2004-06-02,156765,Russell 2000,,1425.46125000,2350.63286000
I0124,2004-06-03,156765,Russell 2000,,1397.83535000,2305.19170000
I0124,2004-06-04,156765,Russell 2000,,1411.04542000,2326.97735000
I0124,2004-06-07,156765,Russell 2000,,1438.75429000,2372.73201000
I0124,2004-06-08,156765,Russell 2000,,1436.28208000,2368.70163000
I0124,2004-06-09,156765,Russell 2000,,1413.10171000,2330.60005000
I0124,2004-06-10,156765,Russell 2000,,1414.44717000,2332.92756000
I0124,2004-06-14,156765,Russell 2000,,1385.97239000,2286.45636000
I0124,2004-06-15,156765,Russell 2000,,1411.46605000,2328.56449000
I0124,2004-06-16,156765,Russell 2000,,1416.79510000,2337.51539000
I0124,2004-06-17,156765,Russell 2000,,1415.54580000,2335.52003000
I0124,2004-06-18,156765,Russell 2000,,1417.97345000,2339.57791000
I0124,2004-06-21,156765,Russell 2000,,1413.49971000,2332.19648000
I0124,2004-06-22,156765,Russell 2000,,1421.32501000,2345.15209000
I0124,2004-06-23,156765,Russell 2000,,1441.84351000,2379.08189000
I0124,2004-06-24,156765,Russell 2000,,1439.12013000,2374.60329000
I0124,2004-06-25,156765,Russell 2000,,1460.60971000,2410.07593000
I0124,2004-06-28,156765,Russell 2000,,1451.67466000,2396.30371000
I0124,2004-06-29,156765,Russell 2000,,1460.94788000,2411.72004000
I0124,2004-06-30,156765,Russell 2000,,1470.11927000,2426.93124000
I0124,2004-07-01,156765,Russell 2000,,1447.50817000,2389.83899000
I0124,2004-07-02,156765,Russell 2000,,1448.23914000,2391.11013000
I0124,2004-07-06,156765,Russell 2000,,1422.61091000,2348.86016000
I0124,2004-07-07,156765,Russell 2000,,1421.66142000,2347.42339000
I0124,2004-07-08,156765,Russell 2000,,1393.54684000,2301.13939000
I0124,2004-07-09,156765,Russell 2000,,1401.03563000,2313.51718000
I0124,2004-07-12,156765,Russell 2000,,1397.33686000,2307.42880000
I0124,2004-07-13,156765,Russell 2000,,1398.45707000,2309.35363000
I0124,2004-07-14,156765,Russell 2000,,1391.12057000,2297.31063000
I0124,2004-07-15,156765,Russell 2000,,1397.13179000,2307.28228000
I0124,2004-07-16,156765,Russell 2000,,1380.54023000,2279.94464000
I0124,2004-07-19,156765,Russell 2000,,1378.68379000,2276.89041000
I0124,2004-07-20,156765,Russell 2000,,1402.17594000,2315.70292000
I0124,2004-07-21,156765,Russell 2000,,1363.37427000,2251.67304000
I0124,2004-07-22,156765,Russell 2000,,1358.27250000,2243.28630000
I0124,2004-07-23,156765,Russell 2000,,1340.14249000,2213.39092000
I0124,2004-07-26,156765,Russell 2000,,1325.88408000,2189.85411000
I0124,2004-07-27,156765,Russell 2000,,1353.51877000,2235.50385000
I0124,2004-07-28,156765,Russell 2000,,1345.05437000,2221.87196000
I0124,2004-07-29,156765,Russell 2000,,1366.50615000,2257.51607000
I0124,2004-07-30,156765,Russell 2000,,1370.11617000,2263.51806000
I0124,2004-08-02,156765,Russell 2000,,1371.71375000,2266.22089000
I0124,2004-08-03,156765,Russell 2000,,1351.08409000,2232.22673000
I0124,2004-08-04,156765,Russell 2000,,1348.70223000,2228.41223000
I0124,2004-08-05,156765,Russell 2000,,1323.08149000,2186.28068000
I0124,2004-08-06,156765,Russell 2000,,1291.48207000,2134.16267000
I0124,2004-08-09,156765,Russell 2000,,1288.34236000,2129.11221000
I0124,2004-08-10,156765,Russell 2000,,1316.80021000,2176.14746000
I0124,2004-08-11,156765,Russell 2000,,1308.83661000,2163.17254000
I0124,2004-08-12,156765,Russell 2000,,1285.14730000,2124.22298000
I0124,2004-08-13,156765,Russell 2000,,1285.87035000,2125.51621000
I0124,2004-08-16,156765,Russell 2000,,1312.38301000,2169.35133000
I0124,2004-08-17,156765,Russell 2000,,1317.21739000,2177.36496000
I0124,2004-08-18,156765,Russell 2000,,1346.07356000,2225.22426000
I0124,2004-08-19,156765,Russell 2000,,1335.69481000,2208.09477000
I0124,2004-08-20,156765,Russell 2000,,1361.76100000,2251.22971000
I0124,2004-08-23,156765,Russell 2000,,1350.68828000,2232.98391000
I0124,2004-08-24,156765,Russell 2000,,1354.52862000,2239.35773000
I0124,2004-08-25,156765,Russell 2000,,1367.27711000,2260.50606000
I0124,2004-08-26,156765,Russell 2000,,1360.07976000,2248.64959000
I0124,2004-08-27,156765,Russell 2000,,1371.07991000,2266.92149000
I0124,2004-08-30,156765,Russell 2000,,1353.39484000,2238.02818000
I0124,2004-08-31,156765,Russell 2000,,1361.77083000,2251.88448000
I0124,2004-09-01,156765,Russell 2000,,1373.02171000,2270.61842000
I0124,2004-09-02,156765,Russell 2000,,1391.22003000,2300.74357000
I0124,2004-09-03,156765,Russell 2000,,1382.42254000,2286.23999000
I0124,2004-09-07,156765,Russell 2000,,1399.06143000,2313.78043000
I0124,2004-09-08,156765,Russell 2000,,1386.27636000,2292.85242000
I0124,2004-09-09,156765,Russell 2000,,1407.12077000,2327.37012000
I0124,2004-09-10,156765,Russell 2000,,1416.40559000,2342.74442000
I0124,2004-09-13,156765,Russell 2000,,1424.33649000,2356.29080000
I0124,2004-09-14,156765,Russell 2000,,1419.01058000,2347.57337000
I0124,2004-09-15,156765,Russell 2000,,1412.95142000,2337.67880000
I0124,2004-09-16,156765,Russell 2000,,1427.91366000,2362.50319000
I0124,2004-09-17,156765,Russell 2000,,1424.51052000,2356.91236000
I0124,2004-09-20,156765,Russell 2000,,1418.47248000,2346.97493000
I0124,2004-09-21,156765,Russell 2000,,1433.81590000,2372.37238000
I0124,2004-09-22,156765,Russell 2000,,1406.42104000,2327.22451000
I0124,2004-09-23,156765,Russell 2000,,1406.20407000,2326.93505000
I0124,2004-09-24,156765,Russell 2000,,1406.61318000,2327.61964000
I0124,2004-09-27,156765,Russell 2000,,1387.68770000,2296.31435000
I0124,2004-09-28,156765,Russell 2000,,1405.83000000,2327.38000000
I0124,2004-09-29,156765,Russell 2000,,1419.27420000,2349.82810000
I0124,2004-09-30,156765,Russell 2000,,1423.92910000,2357.60107000
I0124,2004-10-01,156765,Russell 2000,,1453.98038000,2407.48149000
I0124,2004-10-04,156765,Russell 2000,,1464.07880000,2424.20916000
I0124,2004-10-05,156765,Russell 2000,,1459.72647000,2417.07722000
I0124,2004-10-06,156765,Russell 2000,,1472.94928000,2439.41058000
I0124,2004-10-07,156765,Russell 2000,,1447.95010000,2398.10966000
I0124,2004-10-08,156765,Russell 2000,,1430.66732000,2369.52413000
I0124,2004-10-11,156765,Russell 2000,,1435.41181000,2377.38212000
I0124,2004-10-12,156765,Russell 2000,,1433.30329000,2373.91887000
I0124,2004-10-13,156765,Russell 2000,,1415.18165000,2344.03741000
I0124,2004-10-14,156765,Russell 2000,,1403.88901000,2325.36432000
I0124,2004-10-15,156765,Russell 2000,,1415.19557000,2344.10519000
I0124,2004-10-18,156765,Russell 2000,,1421.66471000,2354.83970000
I0124,2004-10-19,156765,Russell 2000,,1408.35598000,2332.83553000
I0124,2004-10-20,156765,Russell 2000,,1416.94624000,2347.12188000
I0124,2004-10-21,156765,Russell 2000,,1433.17729000,2374.01695000
I0124,2004-10-22,156765,Russell 2000,,1411.09701000,2337.46087000
I0124,2004-10-25,156765,Russell 2000,,1420.78711000,2353.52232000
I0124,2004-10-26,156765,Russell 2000,,1435.54680000,2377.99538000
I0124,2004-10-27,156765,Russell 2000,,1459.32590000,2417.69942000
I0124,2004-10-28,156765,Russell 2000,,1455.46566000,2411.56315000
I0124,2004-10-29,156765,Russell 2000,,1450.88710000,2404.00833000
I0124,2004-11-01,156765,Russell 2000,,1458.87659000,2417.26058000
I0124,2004-11-02,156765,Russell 2000,,1454.99205000,2410.85780000
I0124,2004-11-03,156765,Russell 2000,,1479.58095000,2451.73873000
I0124,2004-11-04,156765,Russell 2000,,1496.48020000,2480.01916000
I0124,2004-11-05,156765,Russell 2000,,1501.85681000,2488.96722000
I0124,2004-11-08,156765,Russell 2000,,1496.35016000,2480.16253000
I0124,2004-11-09,156765,Russell 2000,,1507.68998000,2499.12371000
I0124,2004-11-10,156765,Russell 2000,,1515.06843000,2511.69995000
I0124,2004-11-11,156765,Russell 2000,,1531.69344000,2539.26109000
I0124,2004-11-12,156765,Russell 2000,,1545.80114000,2562.73484000
I0124,2004-11-15,156765,Russell 2000,,1550.48376000,2570.54333000
I0124,2004-11-16,156765,Russell 2000,,1535.65827000,2545.98108000
I0124,2004-11-17,156765,Russell 2000,,1548.27695000,2567.03296000
I0124,2004-11-18,156765,Russell 2000,,1545.99925000,2563.28852000
I0124,2004-11-19,156765,Russell 2000,,1524.57806000,2527.77353000
I0124,2004-11-22,156765,Russell 2000,,1544.65748000,2561.14326000
I0124,2004-11-23,156765,Russell 2000,,1552.15314000,2573.68993000
I0124,2004-11-24,156765,Russell 2000,,1564.50888000,2594.23689000
I0124,2004-11-26,156765,Russell 2000,,1568.61899000,2601.35726000
I0124,2004-11-29,156765,Russell 2000,,1576.82710000,2615.33944000
I0124,2004-11-30,156765,Russell 2000,,1575.12418000,2612.52775000
I0124,2004-12-01,156765,Russell 2000,,1599.75588000,2653.53624000
I0124,2004-12-02,156765,Russell 2000,,1596.83389000,2648.74489000
I0124,2004-12-03,156765,Russell 2000,,1596.09329000,2647.52144000
I0124,2004-12-06,156765,Russell 2000,,1588.18409000,2634.46452000
I0124,2004-12-07,156765,Russell 2000,,1554.56244000,2578.71832000
I0124,2004-12-08,156765,Russell 2000,,1568.61497000,2602.21440000
I0124,2004-12-09,156765,Russell 2000,,1563.74148000,2594.17433000
I0124,2004-12-10,156765,Russell 2000,,1571.32378000,2606.79956000
I0124,2004-12-13,156765,Russell 2000,,1585.70239000,2631.11549000
I0124,2004-12-14,156765,Russell 2000,,1599.40534000,2653.96603000
I0124,2004-12-15,156765,Russell 2000,,1612.00164000,2675.10077000
I0124,2004-12-16,156765,Russell 2000,,1596.14000000,2648.89000000
I0124,2004-12-17,156765,Russell 2000,,1595.76475000,2648.32071000
I0124,2004-12-20,156765,Russell 2000,,1585.74132000,2631.79030000
I0124,2004-12-21,156765,Russell 2000,,1606.00779000,2665.78693000
I0124,2004-12-22,156765,Russell 2000,,1611.63027000,2675.28198000
I0124,2004-12-23,156765,Russell 2000,,1613.88035000,2679.02488000
I0124,2004-12-27,156765,Russell 2000,,1601.38736000,2658.28840000
I0124,2004-12-28,156765,Russell 2000,,1626.81822000,2700.56306000
I0124,2004-12-29,156765,Russell 2000,,1623.74643000,2696.89229000
I0124,2004-12-30,156765,Russell 2000,,1623.05681000,2695.99703000
I0124,2004-12-31,156765,Russell 2000,,1619.34427000,2689.85813000
I0124,2005-01-03,156765,Russell 2000,,1591.70076000,2644.01233000
I0124,2005-01-04,156765,Russell 2000,,1562.11525000,2594.90227000
I0124,2005-01-05,156765,Russell 2000,,1534.62778000,2549.28041000
I0124,2005-01-06,156765,Russell 2000,,1540.43446000,2559.08742000
I0124,2005-01-07,156765,Russell 2000,,1524.02365000,2531.84544000
I0124,2005-01-10,156765,Russell 2000,,1535.26388000,2550.56615000
I0124,2005-01-11,156765,Russell 2000,,1519.83340000,2524.94787000
I0124,2005-01-12,156765,Russell 2000,,1523.95791000,2532.14309000
I0124,2005-01-13,156765,Russell 2000,,1516.35052000,2519.50735000
I0124,2005-01-14,156765,Russell 2000,,1534.62023000,2549.87670000
I0124,2005-01-18,156765,Russell 2000,,1552.99738000,2580.43575000
I0124,2005-01-19,156765,Russell 2000,,1535.69778000,2551.78641000
I0124,2005-01-20,156765,Russell 2000,,1521.86549000,2528.84387000
I0124,2005-01-21,156765,Russell 2000,,1518.72636000,2523.64950000
I0124,2005-01-24,156765,Russell 2000,,1502.44641000,2496.59730000
I0124,2005-01-25,156765,Russell 2000,,1507.32918000,2504.71930000
I0124,2005-01-26,156765,Russell 2000,,1532.36550000,2546.35377000
I0124,2005-01-27,156765,Russell 2000,,1533.17459000,2548.04473000
I0124,2005-01-28,156765,Russell 2000,,1523.49371000,2532.09944000
I0124,2005-01-31,156765,Russell 2000,,1550.87721000,2577.62812000
I0124,2005-02-01,156765,Russell 2000,,1561.12413000,2594.66399000
I0124,2005-02-02,156765,Russell 2000,,1570.65793000,2610.60106000
I0124,2005-02-03,156765,Russell 2000,,1564.07610000,2599.89343000
I0124,2005-02-04,156765,Russell 2000,,1584.24740000,2633.50623000
I0124,2005-02-07,156765,Russell 2000,,1582.19332000,2630.15475000
I0124,2005-02-08,156765,Russell 2000,,1587.41095000,2638.92724000
I0124,2005-02-09,156765,Russell 2000,,1555.08588000,2585.37118000
I0124,2005-02-10,156765,Russell 2000,,1557.80674000,2590.03187000
I0124,2005-02-11,156765,Russell 2000,,1577.56906000,2623.07571000
I0124,2005-02-14,156765,Russell 2000,,1578.22986000,2624.19253000
I0124,2005-02-15,156765,Russell 2000,,1578.01535000,2623.89853000
I0124,2005-02-16,156765,Russell 2000,,1587.75186000,2640.31175000
I0124,2005-02-17,156765,Russell 2000,,1568.57465000,2608.48481000
I0124,2005-02-18,156765,Russell 2000,,1566.07401000,2604.36361000
I0124,2005-02-22,156765,Russell 2000,,1535.73601000,2553.94485000
I0124,2005-02-23,156765,Russell 2000,,1542.24631000,2564.95360000
I0124,2005-02-24,156765,Russell 2000,,1559.67915000,2594.08153000
I0124,2005-02-25,156765,Russell 2000,,1584.46571000,2635.62803000
I0124,2005-02-28,156765,Russell 2000,,1575.84527000,2621.28866000
I0124,2005-03-01,156765,Russell 2000,,1586.93255000,2639.74429000
I0124,2005-03-02,156765,Russell 2000,,1583.95255000,2634.89538000
I0124,2005-03-03,156765,Russell 2000,,1586.33925000,2638.93199000
I0124,2005-03-04,156765,Russell 2000,,1602.91321000,2666.57545000
I0124,2005-03-07,156765,Russell 2000,,1600.18997000,2662.06067000
I0124,2005-03-08,156765,Russell 2000,,1585.57433000,2637.85963000
I0124,2005-03-09,156765,Russell 2000,,1568.42443000,2609.49604000
